period,time_interval,variant,source,BEV,PHEV,EREV,HEV,PETROL,DIESEL,OTHERS,TOTAL,notes
2025-05,monthly,Buses,DGT,32.0,0.0,0.0,35.0,0.0,198.0,0.0,265.0,https://www.dgt.es/microdatos/salida/2025/5/vehiculos/matriculaciones/export_mensual_mat_202505.zip
2025-06,monthly,Buses,DGT,30.0,0.0,0.0,68.0,0.0,257.0,18.0,373.0,https://www.dgt.es/microdatos/salida/2025/6/vehiculos/matriculaciones/export_mensual_mat_202506.zip
2025-07,monthly,Buses,DGT,24.0,0.0,0.0,36.0,0.0,105.0,8.0,173.0,https://www.dgt.es/microdatos/salida/2025/7/vehiculos/matriculaciones/export_mensual_mat_202507.zip
2025-08,monthly,Buses,DGT,22.0,0.0,0.0,18.0,0.0,79.0,6.0,125.0,https://www.dgt.es/microdatos/salida/2025/8/vehiculos/matriculaciones/export_mensual_mat_202508.zip
2025-09,monthly,Buses,DGT,57.0,0.0,0.0,132.0,1.0,636.0,1.0,827.0,https://www.dgt.es/microdatos/salida/2025/9/vehiculos/matriculaciones/export_mensual_mat_202509.zip
2025-10,monthly,Buses,DGT,49.0,0.0,0.0,93.0,0.0,266.0,16.0,424.0,https://www.dgt.es/microdatos/salida/2025/10/vehiculos/matriculaciones/export_mensual_mat_202510.zip
2025-11,monthly,Buses,DGT,52.0,0.0,0.0,58.0,0.0,210.0,6.0,326.0,https://www.dgt.es/microdatos/salida/2025/11/vehiculos/matriculaciones/export_mensual_mat_202511.zip
2025-12,monthly,Buses,DGT,56.0,0.0,0.0,72.0,0.0,209.0,13.0,350.0,https://www.dgt.es/microdatos/salida/2025/12/vehiculos/matriculaciones/export_mensual_mat_202512.zip
2026-01,monthly,Buses,DGT,20.0,0.0,0.0,21.0,0.0,255.0,0.0,296.0,https://www.dgt.es/microdatos/salida/2026/1/vehiculos/matriculaciones/export_mensual_mat_202601.zip
2026-02,monthly,Buses,DGT,45.0,0.0,0.0,39.0,0.0,258.0,6.0,348.0,https://www.dgt.es/microdatos/salida/2026/2/vehiculos/matriculaciones/export_mensual_mat_202602.zip
2026-03,monthly,Buses,DGT,29.0,0.0,0.0,47.0,0.0,335.0,10.0,421.0,https://www.dgt.es/microdatos/salida/2026/3/vehiculos/matriculaciones/export_mensual_mat_202603.zip
2026-04,monthly,Buses,DGT,59.0,0.0,0.0,79.0,0.0,253.0,5.0,396.0,https://www.dgt.es/microdatos/salida/2026/4/vehiculos/matriculaciones/export_mensual_mat_202604.zip
2026-05,monthly,Buses,DGT,14.0,0.0,0.0,47.0,0.0,199.0,0.0,260.0,https://www.dgt.es/microdatos/salida/2026/5/vehiculos/matriculaciones/export_mensual_mat_202605.zip
2026-06,monthly,Buses,DGT,53.0,0.0,0.0,76.0,1.0,147.0,16.0,293.0,https://www.dgt.es/microdatos/salida/2026/6/vehiculos/matriculaciones/export_mensual_mat_202606.zip
